State,Date,Season,Temp_Max_C,Temp_Min_C,Humidity_pct,Rainfall_mm,WindSpeed_kmh,SolarRad_Wm2,Evapotranspiration
Karnataka,2020-01-24,Rabi,35.5,24.9,67.4,61.9,20.7,168.6,3.48
Himachal Pradesh,2022-05-11,Zaid,21.5,16.2,66.6,42.0,18.2,157.0,3.86
Tripura,2019-06-01,Kharif,34.9,24.5,75.0,51.6,17.5,272.4,4.46
Delhi,2019-05-16,Zaid,36.9,25.2,53.1,72.3,12.6,233.9,5.38
Puducherry,2021-12-18,Rabi,34.3,29.6,66.5,97.7,22.0,211.7,4.9
Daman and Diu,2021-04-28,Zaid,34.2,27.6,54.9,56.6,24.8,239.0,2.98
Andhra Pradesh,2019-08-25,Kharif,30.9,25.5,71.5,8.0,23.5,262.2,5.56
Rajasthan,2019-12-08,Rabi,38.7,28.6,28.3,6.4,28.0,177.6,3.84
Rajasthan,2019-11-17,Rabi,41.0,30.2,15.0,6.6,6.9,216.4,3.41
Uttarakhand,2019-10-23,Kharif,24.7,20.7,61.5,85.3,13.6,276.8,1.35
Mizoram,2020-03-29,Rabi,32.8,27.8,67.5,31.6,24.4,288.3,3.1
West Bengal,2019-03-11,Rabi,25.3,19.8,74.8,0.0,9.7,374.7,3.93
Manipur,2019-04-24,Zaid,36.9,27.7,62.5,45.7,15.6,244.0,4.22
Karnataka,2022-08-04,Kharif,29.5,19.3,72.9,45.7,20.6,221.9,4.43
Goa,2022-07-23,Kharif,29.2,22.4,65.5,30.8,16.7,226.6,2.52
Jammu and Kashmir,2020-07-12,Kharif,33.0,27.2,88.3,46.5,18.5,289.3,6.06
Nagaland,2022-10-11,Kharif,20.2,8.3,61.7,52.9,20.2,216.0,6.14
Nagaland,2022-09-13,Kharif,29.0,22.8,36.5,44.1,17.7,321.6,2.2
West Bengal,2022-04-09,Zaid,34.3,25.2,53.1,71.8,29.9,276.0,8.34
Delhi,2021-07-08,Kharif,27.0,22.2,58.5,31.9,12.3,320.0,3.46
Gujarat,2021-09-12,Kharif,23.3,13.3,59.2,17.4,16.8,254.1,4.22
Mizoram,2022-03-10,Rabi,37.3,29.2,68.0,41.0,32.2,201.2,5.3
Arunachal Pradesh,2022-11-23,Rabi,31.1,21.8,53.4,76.7,11.4,260.5,4.85
Maharashtra,2020-09-01,Kharif,23.0,11.4,40.6,49.8,21.4,313.8,4.61
Delhi,2019-05-17,Zaid,38.1,28.8,48.6,74.7,16.8,281.6,5.87
Ladakh,2022-12-29,Rabi,34.2,25.9,58.2,78.5,4.6,245.3,3.45
Ladakh,2021-10-18,Kharif,25.1,19.4,45.4,26.2,19.7,327.7,5.11
Ladakh,2022-01-21,Rabi,29.1,23.0,53.4,44.9,14.8,356.2,5.05
Tripura,2021-10-05,Kharif,24.4,13.5,42.7,64.9,4.4,255.5,4.05
Kerala,2022-06-20,Kharif,36.5,32.4,73.5,266.0,18.4,275.3,6.4
Madhya Pradesh,2019-09-07,Kharif,18.4,13.2,60.5,20.3,19.9,324.9,7.06
Jharkhand,2021-04-13,Zaid,41.5,35.6,61.9,75.8,18.8,247.5,6.56
Karnataka,2022-06-15,Kharif,39.1,31.2,66.8,0.0,13.9,248.9,4.37
Telangana,2020-04-28,Zaid,35.8,24.0,50.3,0.0,14.7,313.9,4.47
Kerala,2019-10-18,Kharif,25.3,13.3,92.1,104.4,10.7,226.2,4.94
Uttarakhand,2021-10-13,Kharif,29.6,22.5,70.7,2.5,14.8,218.6,4.95
Andaman and Nicobar Islands,2019-11-23,Rabi,26.7,18.2,60.0,0.8,26.8,258.7,5.02
Gujarat,2019-11-25,Rabi,25.0,13.6,66.5,0.0,20.3,323.8,4.54
Maharashtra,2021-01-16,Rabi,28.7,22.1,73.1,25.8,22.8,230.6,2.96
Dadra and Nagar Haveli,2022-02-16,Rabi,32.0,22.0,59.0,62.2,20.0,206.7,3.67
West Bengal,2020-12-09,Rabi,26.7,21.7,53.4,80.1,14.7,218.3,5.74
Nagaland,2020-03-11,Rabi,34.1,30.0,49.4,61.2,14.2,252.0,3.87
Jammu and Kashmir,2022-01-30,Rabi,31.7,22.2,63.8,53.3,15.7,222.2,1.6
Madhya Pradesh,2019-12-28,Rabi,27.6,19.7,66.4,49.6,25.2,305.3,6.02
Delhi,2019-02-13,Rabi,35.6,24.8,51.6,0.0,31.4,232.4,4.27
Kerala,2021-12-07,Rabi,29.1,17.6,78.3,82.8,21.6,334.0,3.82
Meghalaya,2019-07-26,Kharif,22.1,16.3,56.3,63.8,26.0,267.8,6.53
Uttarakhand,2021-02-28,Rabi,30.9,25.3,69.9,38.5,10.9,312.1,2.84
Puducherry,2022-03-18,Rabi,26.8,19.1,58.3,15.2,11.4,347.3,4.16
Punjab,2019-06-25,Kharif,29.6,20.5,59.8,9.8,2.5,223.1,5.16
Ladakh,2020-05-01,Zaid,38.5,30.4,66.3,55.4,20.0,184.2,3.97
Andhra Pradesh,2020-08-13,Kharif,33.2,29.1,72.8,13.5,19.7,284.7,5.16
Uttar Pradesh,2020-11-08,Rabi,33.9,29.3,72.7,80.8,16.4,203.1,4.69
Tamil Nadu,2019-02-27,Rabi,37.1,31.7,73.5,33.2,13.4,287.0,1.99
Uttar Pradesh,2020-05-11,Zaid,32.2,23.7,54.1,12.5,20.6,199.8,4.84
Himachal Pradesh,2019-07-21,Kharif,19.3,14.7,64.9,54.0,24.2,230.8,5.0
Uttarakhand,2019-01-22,Rabi,26.2,15.0,48.6,0.0,15.4,319.5,5.51
Chhattisgarh,2020-12-30,Rabi,30.5,21.2,58.0,75.2,10.9,252.2,4.62
Punjab,2019-01-01,Rabi,33.6,24.2,53.2,23.3,12.7,214.5,4.98
Jammu and Kashmir,2022-06-02,Kharif,31.2,24.7,77.6,31.2,38.1,307.6,5.82
Goa,2020-10-27,Kharif,24.9,17.3,78.3,37.6,10.9,206.4,5.47
Uttarakhand,2019-03-15,Rabi,36.0,30.9,52.2,43.8,15.8,296.9,3.82
Uttarakhand,2022-11-27,Rabi,33.5,26.6,46.7,49.4,11.0,155.9,5.29
Puducherry,2021-09-21,Kharif,31.8,23.6,78.2,98.1,19.4,216.1,5.82
Tripura,2021-05-14,Zaid,33.8,27.3,69.5,34.9,16.1,195.0,2.83
Karnataka,2022-10-09,Kharif,24.7,14.2,44.3,28.6,31.1,186.4,4.15
Nagaland,2021-05-15,Zaid,36.1,24.6,48.5,81.3,11.1,242.8,3.69
Mizoram,2020-08-03,Kharif,24.0,19.8,47.1,40.8,9.3,247.8,3.69
Ladakh,2021-01-09,Rabi,31.5,24.2,72.2,16.4,11.2,207.9,4.45
Meghalaya,2019-10-15,Kharif,25.2,14.4,62.8,53.2,22.2,229.7,6.27
Sikkim,2020-03-10,Rabi,36.9,25.2,54.2,29.8,23.1,298.5,5.91
Gujarat,2021-07-24,Kharif,27.6,18.9,59.3,45.2,15.2,253.2,5.72
Assam,2022-10-28,Kharif,22.8,12.9,63.8,509.2,3.0,303.7,5.47
Bihar,2019-10-22,Kharif,18.3,9.9,69.9,46.2,13.6,248.7,4.0
Karnataka,2019-02-09,Rabi,35.9,25.5,55.6,0.0,20.8,197.8,6.06
Odisha,2019-11-15,Rabi,30.3,23.9,71.2,31.8,11.2,219.9,5.08
Gujarat,2019-07-28,Kharif,16.8,12.6,65.6,7.2,12.4,196.1,6.21
Gujarat,2022-05-07,Zaid,29.0,24.9,61.3,16.3,22.9,322.5,2.91
Delhi,2020-01-23,Rabi,25.3,16.2,72.3,26.7,36.4,269.6,5.16
Manipur,2020-09-18,Kharif,25.1,17.1,58.6,77.1,18.4,155.5,4.19
Haryana,2021-08-21,Kharif,36.7,29.5,69.1,41.3,21.4,253.0,3.66
Goa,2021-08-24,Kharif,25.1,13.7,60.0,17.3,17.1,324.7,5.78
Uttar Pradesh,2021-10-29,Kharif,20.3,14.3,73.5,27.8,26.1,169.4,5.19
Kerala,2021-03-27,Rabi,36.1,30.8,99.0,133.4,21.1,258.0,5.36
Manipur,2022-05-28,Zaid,33.6,22.9,61.3,70.5,23.1,258.6,4.05
Haryana,2022-07-21,Kharif,28.2,16.4,70.5,38.7,22.6,338.9,5.27
Puducherry,2019-04-24,Zaid,30.4,21.1,69.0,34.9,13.6,165.1,4.56
Jharkhand,2021-01-10,Rabi,33.4,22.1,39.4,63.4,25.1,249.1,6.12
Andhra Pradesh,2021-04-04,Zaid,31.7,20.1,44.6,0.0,12.5,273.3,3.05
Goa,2022-12-18,Rabi,39.4,31.1,59.9,64.5,17.6,264.9,2.07
Assam,2019-12-22,Rabi,24.7,16.2,81.7,413.5,18.9,220.1,4.37
Madhya Pradesh,2020-04-21,Zaid,38.6,28.1,87.9,32.7,12.3,272.3,3.17
Rajasthan,2019-11-28,Rabi,39.0,28.6,32.0,0.0,3.8,224.5,4.63
Arunachal Pradesh,2019-10-21,Kharif,22.3,12.8,73.3,53.3,30.3,224.3,2.63
Chandigarh,2020-06-01,Kharif,33.6,28.2,63.4,59.4,19.3,278.4,4.88
Jharkhand,2022-03-31,Rabi,30.5,24.7,51.3,55.5,35.8,246.7,7.02
Sikkim,2019-05-31,Zaid,30.7,22.2,55.3,63.4,28.5,239.4,3.71
Puducherry,2019-07-29,Kharif,27.6,18.4,57.2,62.0,20.5,223.8,5.3
Punjab,2019-09-24,Kharif,23.7,15.5,50.9,21.4,5.6,367.8,3.3
Lakshadweep,2021-11-11,Rabi,26.9,17.5,53.8,100.0,19.0,234.5,5.35
Bihar,2020-05-11,Zaid,34.5,29.1,70.3,44.1,23.1,290.6,5.63
Chhattisgarh,2021-02-07,Rabi,33.2,27.0,48.1,25.1,20.6,271.6,6.58
Uttar Pradesh,2022-09-19,Kharif,25.4,17.3,58.3,0.0,15.8,270.8,3.49
Bihar,2021-11-09,Rabi,24.0,17.5,65.5,0.1,21.8,216.3,5.96
Andaman and Nicobar Islands,2021-11-18,Rabi,34.3,22.9,56.9,69.9,14.6,307.5,3.52
Himachal Pradesh,2019-06-29,Kharif,16.5,7.6,67.2,19.4,8.9,284.6,3.45
Jammu and Kashmir,2022-11-30,Rabi,22.2,13.5,64.0,106.6,6.1,282.0,4.62
Mizoram,2020-09-28,Kharif,35.7,27.2,74.7,25.0,19.3,292.2,4.13
Telangana,2022-12-15,Rabi,36.4,29.9,65.8,52.3,27.3,217.5,4.76
Telangana,2021-07-21,Kharif,37.6,27.9,73.3,72.9,22.6,258.3,5.0
Kerala,2019-07-14,Kharif,32.6,24.5,83.8,29.8,9.1,351.1,4.96
Manipur,2019-05-02,Zaid,29.0,19.7,71.8,100.0,20.9,283.8,3.71
Manipur,2021-03-17,Rabi,40.8,33.0,66.4,54.6,17.0,192.8,4.19
Sikkim,2022-03-06,Rabi,32.7,24.3,67.9,26.5,29.6,298.9,3.94
Karnataka,2022-12-13,Rabi,27.0,21.0,54.4,34.0,20.0,286.0,2.87
Odisha,2019-04-29,Zaid,29.7,17.7,40.1,42.6,15.7,142.9,3.7
Andhra Pradesh,2021-05-18,Zaid,32.4,26.6,64.3,38.8,10.4,233.7,4.76
Delhi,2020-01-11,Rabi,27.9,20.6,51.3,61.6,16.7,237.2,5.4
Puducherry,2019-06-07,Kharif,30.8,21.9,60.2,58.7,16.4,245.3,4.55
Mizoram,2020-09-17,Kharif,19.3,14.4,56.7,27.6,18.8,155.5,5.72
Nagaland,2022-07-22,Kharif,30.5,20.7,54.9,47.7,12.8,190.1,2.68
Goa,2021-02-17,Rabi,46.9,37.5,61.6,22.0,23.8,254.3,5.22
Rajasthan,2021-02-28,Rabi,45.5,38.1,31.5,1.1,17.8,219.8,4.91
Chandigarh,2019-03-22,Rabi,37.1,28.2,65.0,0.0,22.6,326.5,5.11
Assam,2019-12-27,Rabi,29.3,21.3,93.1,333.1,16.1,276.5,5.26
Dadra and Nagar Haveli,2022-07-30,Kharif,31.2,22.9,48.5,46.7,22.0,212.0,4.57
Punjab,2021-02-24,Rabi,37.6,30.1,56.3,11.9,9.3,218.3,6.96
Dadra and Nagar Haveli,2020-12-27,Rabi,28.3,16.3,66.7,92.6,12.4,281.1,4.96
Delhi,2021-10-09,Kharif,14.4,3.1,58.6,25.1,17.4,232.7,3.7
Chhattisgarh,2022-07-24,Kharif,30.3,19.7,68.5,15.3,24.9,363.0,4.88
Jharkhand,2019-10-17,Kharif,21.8,14.1,53.8,24.9,13.5,328.1,4.86
Jharkhand,2020-07-11,Kharif,27.3,15.3,52.2,75.1,21.4,262.0,4.91
Ladakh,2020-11-14,Rabi,27.4,19.9,53.7,59.8,13.4,318.4,4.39
Tripura,2022-06-06,Kharif,32.9,27.3,56.1,33.2,12.3,204.1,3.54
Nagaland,2021-02-13,Rabi,31.7,27.2,54.4,40.2,21.5,271.4,3.08
Lakshadweep,2022-04-14,Zaid,35.9,28.4,59.3,0.0,11.7,193.7,5.16
Dadra and Nagar Haveli,2021-05-30,Zaid,31.5,25.6,60.2,44.5,8.6,263.1,2.71
Nagaland,2021-10-15,Kharif,24.2,15.9,69.0,38.9,31.0,230.9,3.56
Bihar,2020-11-30,Rabi,28.5,21.5,56.7,0.0,18.4,252.1,3.85
Tripura,2019-10-14,Kharif,32.5,21.7,52.2,59.1,16.7,310.5,5.05
Andaman and Nicobar Islands,2020-11-14,Rabi,27.3,19.6,49.8,32.3,11.3,175.9,3.96
Arunachal Pradesh,2019-11-10,Rabi,28.6,17.0,61.8,64.8,16.1,274.2,3.14
Delhi,2020-03-16,Rabi,33.8,22.3,65.0,59.7,13.2,223.6,3.96
Maharashtra,2021-03-29,Rabi,33.2,22.4,68.3,65.0,19.4,242.0,6.9
Jammu and Kashmir,2021-08-29,Kharif,25.7,15.4,50.4,51.5,17.7,217.9,4.44
Delhi,2020-05-18,Zaid,30.3,19.7,62.1,39.9,15.2,268.4,4.08
Goa,2022-05-05,Zaid,39.3,28.3,74.2,77.0,13.9,291.6,4.77
Gujarat,2020-12-22,Rabi,27.7,18.4,53.6,39.0,24.6,197.0,4.78
West Bengal,2020-10-29,Kharif,27.1,19.3,43.1,0.0,10.5,327.1,5.84
Mizoram,2019-05-11,Zaid,32.8,26.5,66.4,22.0,10.4,269.3,5.71
Bihar,2019-04-04,Zaid,36.1,27.1,40.9,35.4,28.4,320.6,4.4
Telangana,2020-07-03,Kharif,29.3,21.9,45.1,53.7,13.2,241.5,4.55
Kerala,2022-11-13,Rabi,26.5,17.5,83.5,164.2,33.6,219.3,5.74
Puducherry,2020-02-01,Rabi,30.8,24.7,62.8,61.4,25.6,229.5,3.94
Uttarakhand,2022-04-29,Zaid,45.2,38.7,48.9,3.1,14.4,318.6,3.58
Chandigarh,2021-07-04,Kharif,24.1,19.8,70.0,74.3,16.4,258.3,6.0
Karnataka,2022-02-22,Rabi,38.5,34.5,56.5,0.0,31.1,252.2,3.72
Chhattisgarh,2022-12-05,Rabi,28.9,20.2,47.6,105.5,32.3,264.3,5.81
Jammu and Kashmir,2019-05-27,Zaid,37.8,30.5,54.0,16.4,15.3,208.7,5.59
Arunachal Pradesh,2020-07-10,Kharif,31.1,23.0,62.2,16.3,26.5,182.3,3.52
Arunachal Pradesh,2019-05-28,Zaid,29.1,21.7,53.9,57.8,21.8,249.2,4.37
Tripura,2022-08-26,Kharif,21.8,17.0,47.9,3.1,20.9,189.2,4.23
Madhya Pradesh,2020-02-27,Rabi,28.5,19.8,54.4,35.2,9.1,252.3,4.2
Uttar Pradesh,2021-05-22,Zaid,27.4,18.7,60.9,81.3,8.7,234.8,4.51
Haryana,2022-09-30,Kharif,33.8,24.4,50.0,47.7,17.2,243.3,5.07
Uttarakhand,2021-08-13,Kharif,22.4,15.7,78.4,63.2,13.0,323.2,2.67
Karnataka,2021-11-26,Rabi,23.3,16.7,70.2,0.0,16.5,248.4,2.95
Sikkim,2020-11-17,Rabi,25.1,19.3,45.1,35.2,23.3,238.1,5.06
Jammu and Kashmir,2021-09-15,Kharif,27.6,17.4,66.1,9.5,14.6,208.8,5.1
Andaman and Nicobar Islands,2022-04-25,Zaid,31.1,19.1,53.1,8.1,15.6,130.6,4.67
Chandigarh,2021-01-29,Rabi,29.2,24.2,50.2,82.9,11.1,291.9,4.76
Bihar,2021-11-29,Rabi,22.0,17.7,56.9,59.0,25.8,252.2,4.46
Tamil Nadu,2021-02-18,Rabi,33.1,22.7,70.6,43.9,25.5,248.1,3.33
Daman and Diu,2022-08-18,Kharif,31.3,22.4,69.4,40.7,22.4,222.8,3.79
Bihar,2019-09-21,Kharif,25.7,20.1,60.3,83.8,26.4,207.2,4.97
Delhi,2021-11-06,Rabi,26.8,22.2,61.9,48.3,14.6,300.2,5.09
Andhra Pradesh,2020-05-12,Zaid,39.8,32.3,64.1,10.7,24.7,207.5,4.87
Punjab,2020-03-26,Rabi,31.1,24.1,41.1,0.0,19.8,308.4,4.12
Haryana,2019-11-05,Rabi,25.5,14.4,66.5,70.7,16.3,200.8,4.97
Assam,2021-01-14,Rabi,26.1,20.9,73.4,145.2,21.3,228.9,4.31
Uttar Pradesh,2021-12-30,Rabi,33.6,21.8,41.0,108.4,28.6,226.4,6.38
Rajasthan,2021-06-23,Kharif,37.2,31.1,15.0,8.7,20.3,189.3,5.27
Goa,2019-05-14,Zaid,35.4,26.2,69.0,84.1,20.8,176.3,3.74
Punjab,2022-03-30,Rabi,29.1,20.7,69.3,0.0,19.5,272.9,3.92
Daman and Diu,2020-02-19,Rabi,26.5,21.1,42.7,115.5,14.4,235.0,3.41
Andaman and Nicobar Islands,2022-02-01,Rabi,25.4,20.6,52.3,71.4,24.0,233.7,4.31
Maharashtra,2019-08-16,Kharif,26.3,15.7,55.7,6.2,9.6,271.9,2.44
Gujarat,2020-09-27,Kharif,24.4,14.1,61.2,42.3,22.5,267.5,4.16
Daman and Diu,2019-09-11,Kharif,17.7,9.5,54.4,30.6,10.9,233.9,2.0
Tamil Nadu,2019-08-29,Kharif,23.9,15.2,64.8,102.7,10.9,225.3,5.01
Haryana,2019-10-26,Kharif,31.0,26.9,56.5,41.3,12.5,211.7,5.4
Manipur,2021-09-10,Kharif,25.0,19.2,85.1,18.3,9.6,266.7,5.4
Delhi,2021-08-27,Kharif,16.7,12.7,60.1,71.4,10.5,147.4,5.79
West Bengal,2020-06-05,Kharif,31.6,20.2,65.9,86.3,34.5,174.6,5.52
Ladakh,2021-08-23,Kharif,27.6,21.1,54.5,43.7,17.6,329.8,3.42
Odisha,2019-09-27,Kharif,24.3,20.0,56.6,26.3,4.2,257.2,3.7
Mizoram,2020-07-19,Kharif,25.2,14.5,65.8,5.1,20.3,227.1,3.34
Andhra Pradesh,2021-02-02,Rabi,32.5,27.7,68.6,26.8,23.4,248.3,6.21
Arunachal Pradesh,2021-07-18,Kharif,30.0,20.1,52.4,44.6,18.7,264.6,7.32
Rajasthan,2022-12-07,Rabi,32.4,22.2,48.3,3.4,13.1,206.4,5.74
Chandigarh,2022-03-05,Rabi,25.5,21.3,67.0,10.0,17.2,266.3,6.25
Sikkim,2021-02-19,Rabi,30.8,21.5,64.8,25.7,19.5,216.5,6.55
Uttar Pradesh,2022-08-27,Kharif,25.9,18.3,56.1,34.8,19.1,248.1,3.8
Chhattisgarh,2021-09-27,Kharif,29.7,23.3,71.2,22.0,2.3,293.2,3.9
Telangana,2022-02-15,Rabi,34.9,25.8,61.7,48.1,11.9,292.6,3.91
Jharkhand,2020-03-23,Rabi,36.3,32.0,41.7,117.9,21.4,258.6,5.31
Telangana,2021-11-03,Rabi,26.0,16.0,63.3,0.0,16.7,327.5,5.87
Odisha,2022-09-13,Kharif,22.3,16.0,52.2,56.1,27.2,198.2,3.9
Goa,2020-06-19,Kharif,32.9,23.6,36.3,111.6,16.3,261.2,6.45
Bihar,2020-03-16,Rabi,36.8,25.1,71.4,19.9,16.5,280.2,3.6
Manipur,2020-09-02,Kharif,17.8,7.9,61.5,88.5,36.6,226.7,5.72
Goa,2022-04-22,Zaid,32.5,21.8,61.4,19.3,18.0,228.1,3.91
Manipur,2019-03-06,Rabi,32.6,21.1,76.5,69.7,9.3,326.9,4.95
Chhattisgarh,2020-07-26,Kharif,34.3,28.1,41.8,50.0,8.1,237.8,4.7
Gujarat,2021-09-26,Kharif,28.1,17.8,65.3,62.2,28.6,227.0,3.42
Lakshadweep,2022-02-14,Rabi,41.2,31.7,42.1,50.9,15.6,183.4,6.88
Karnataka,2019-08-06,Kharif,27.4,15.5,59.2,6.7,14.1,324.1,4.06
Sikkim,2022-05-01,Zaid,25.2,19.5,53.5,45.7,25.6,274.3,4.64
Chandigarh,2019-12-09,Rabi,24.3,18.4,75.3,23.6,17.2,246.1,4.6
Karnataka,2022-11-06,Rabi,18.5,7.5,81.5,23.6,22.0,307.0,4.75
Puducherry,2020-03-09,Rabi,32.1,25.1,73.2,74.0,29.5,232.4,1.68
Andhra Pradesh,2019-01-16,Rabi,32.3,27.3,65.2,55.6,26.0,209.9,1.75
Manipur,2021-03-20,Rabi,30.1,19.4,61.0,53.5,10.0,187.3,3.67
Sikkim,2021-12-22,Rabi,32.4,28.4,54.1,14.4,8.2,373.4,4.69
Meghalaya,2021-06-15,Kharif,21.4,15.9,38.1,82.8,23.8,291.7,2.39
Assam,2021-10-29,Kharif,23.3,15.1,71.4,0.3,31.2,262.4,4.58
Tamil Nadu,2021-08-15,Kharif,32.3,23.6,75.8,74.8,26.6,281.7,5.33
Punjab,2019-08-05,Kharif,26.9,15.8,53.2,29.2,24.1,254.5,3.25
Jammu and Kashmir,2021-12-01,Rabi,28.0,18.5,42.7,37.7,24.6,218.4,3.53
Madhya Pradesh,2019-01-14,Rabi,34.3,28.5,71.6,56.7,11.2,269.6,3.75
Tripura,2019-09-03,Kharif,26.2,16.4,67.9,57.1,14.6,316.7,5.54
Punjab,2019-12-07,Rabi,32.7,28.5,49.7,7.0,18.4,237.9,3.73
Manipur,2019-06-27,Kharif,25.3,18.9,60.3,48.9,16.0,236.4,6.17
Arunachal Pradesh,2020-10-30,Kharif,31.4,26.7,67.7,38.9,25.7,283.7,4.49
Gujarat,2022-10-11,Kharif,27.7,20.4,77.3,53.8,25.9,228.1,3.1
Uttar Pradesh,2022-02-08,Rabi,36.0,31.2,72.8,4.1,11.4,165.0,4.28
Sikkim,2020-04-30,Zaid,32.5,25.7,42.3,102.9,16.3,289.0,2.72
Andhra Pradesh,2020-12-23,Rabi,24.9,18.1,62.1,35.6,22.0,265.1,4.16
Andaman and Nicobar Islands,2021-08-25,Kharif,27.1,16.4,62.3,43.7,10.6,271.7,4.52
Telangana,2019-10-27,Kharif,24.3,17.2,40.5,0.0,15.7,248.3,5.89
Tripura,2022-08-08,Kharif,35.6,30.7,58.9,27.4,21.8,191.9,4.4
Kerala,2022-06-27,Kharif,32.3,27.2,69.0,143.5,22.5,245.0,5.19
Mizoram,2022-01-19,Rabi,30.2,21.0,77.1,87.4,18.1,247.0,2.18
Tamil Nadu,2022-07-09,Kharif,30.7,20.7,78.2,99.6,22.7,255.7,3.34
Nagaland,2019-01-05,Rabi,32.4,26.5,54.2,53.5,8.3,302.7,3.07
Madhya Pradesh,2022-06-24,Kharif,33.4,23.2,65.0,53.4,15.3,197.1,4.78
Jammu and Kashmir,2020-06-10,Kharif,26.6,18.4,52.9,57.8,28.5,240.2,1.97
Meghalaya,2022-05-15,Zaid,33.9,29.0,59.6,52.6,10.7,232.0,2.81
Gujarat,2019-05-09,Zaid,36.5,31.8,70.5,65.7,18.2,366.2,3.81
Lakshadweep,2021-10-13,Kharif,19.7,12.4,45.9,19.1,11.9,237.5,1.89
Odisha,2019-03-27,Rabi,39.5,33.1,56.0,2.9,24.3,129.0,3.36
Arunachal Pradesh,2021-02-07,Rabi,38.1,31.1,49.5,6.8,20.6,247.4,5.14
West Bengal,2020-12-29,Rabi,34.7,26.8,63.1,22.6,9.4,298.8,5.27
Ladakh,2020-11-23,Rabi,31.3,22.6,58.2,23.2,13.1,283.9,4.59
Meghalaya,2019-04-07,Zaid,39.5,29.7,64.1,52.4,27.3,190.0,4.57
Dadra and Nagar Haveli,2022-06-30,Kharif,30.9,21.0,64.6,69.4,18.4,293.3,4.57
Odisha,2022-08-22,Kharif,26.4,16.8,76.2,33.3,13.0,227.3,5.31
Goa,2020-08-01,Kharif,33.3,25.5,50.5,41.3,17.5,325.0,1.94
Tamil Nadu,2020-04-01,Zaid,39.3,32.1,84.7,26.1,18.6,299.6,3.63
Karnataka,2022-12-09,Rabi,21.1,15.6,66.6,60.8,27.4,216.0,4.78
Uttar Pradesh,2020-04-23,Zaid,31.3,26.6,58.0,38.8,9.3,226.7,5.82
Puducherry,2019-07-18,Kharif,28.7,17.9,63.7,68.1,14.9,272.0,6.84
Odisha,2019-07-07,Kharif,33.7,25.9,70.5,37.8,32.7,201.6,3.67
Puducherry,2019-03-24,Rabi,46.6,34.6,70.9,0.0,17.3,184.0,2.28
Goa,2019-03-19,Rabi,38.3,30.5,45.6,52.7,10.2,269.1,3.02
Arunachal Pradesh,2020-07-04,Kharif,23.2,18.6,68.3,0.0,12.5,210.9,4.43
West Bengal,2022-05-24,Zaid,35.4,26.2,60.3,89.5,9.0,309.1,4.06
Chandigarh,2021-03-02,Rabi,37.0,25.4,64.2,59.9,10.5,193.0,5.46
Odisha,2022-11-11,Rabi,34.9,28.2,72.3,49.3,28.5,223.7,5.44
Gujarat,2022-12-01,Rabi,28.0,21.8,50.8,9.0,17.2,300.8,5.45
Tripura,2019-10-23,Kharif,29.6,18.4,53.8,78.8,14.4,179.9,5.54
Delhi,2019-09-29,Kharif,26.5,22.2,66.9,55.5,21.5,232.5,4.85
Sikkim,2019-06-13,Kharif,26.6,22.4,52.5,52.4,9.2,229.0,3.98
Arunachal Pradesh,2020-03-18,Rabi,44.2,35.3,37.7,7.0,17.2,204.5,4.12
Dadra and Nagar Haveli,2022-10-21,Kharif,24.4,20.0,63.8,21.2,15.9,267.9,2.92
Mizoram,2021-01-12,Rabi,28.4,22.5,59.4,31.7,25.4,265.4,6.32
Uttar Pradesh,2019-01-28,Rabi,41.3,31.9,55.4,0.0,23.9,255.4,3.39
Kerala,2019-10-15,Kharif,25.2,17.0,72.3,183.4,15.0,254.4,6.78
Punjab,2021-10-24,Kharif,24.4,12.5,61.9,27.2,7.8,183.7,4.73
Uttarakhand,2021-11-23,Rabi,26.4,15.0,52.2,19.3,13.7,318.8,5.14
Chhattisgarh,2019-07-27,Kharif,29.9,23.6,56.1,0.0,31.1,312.4,2.19
Maharashtra,2019-01-17,Rabi,34.2,24.1,64.6,105.2,14.9,314.1,3.9
Tripura,2020-11-16,Rabi,26.2,22.2,60.9,51.9,15.4,283.2,4.98
Maharashtra,2019-11-27,Rabi,35.8,30.0,57.4,0.0,17.6,255.9,4.84
Puducherry,2020-12-21,Rabi,39.2,32.0,74.2,48.2,13.8,287.8,7.17
Lakshadweep,2019-12-01,Rabi,31.2,24.3,52.4,67.4,14.2,304.4,5.36
Chhattisgarh,2021-12-03,Rabi,28.6,23.8,71.0,47.1,16.7,182.2,4.05
Gujarat,2021-09-18,Kharif,23.3,16.1,69.8,94.0,23.2,258.2,5.53
Uttarakhand,2020-08-14,Kharif,24.0,17.7,60.9,75.3,12.5,260.5,4.57
Andaman and Nicobar Islands,2020-04-02,Zaid,40.8,30.7,66.7,35.9,13.2,275.7,3.9
Himachal Pradesh,2020-09-24,Kharif,23.4,12.2,60.8,35.2,15.7,232.5,4.5
Madhya Pradesh,2020-09-02,Kharif,19.3,9.4,47.6,10.4,19.4,252.2,7.14
West Bengal,2020-03-02,Rabi,32.2,26.0,42.8,52.7,18.8,194.4,6.66
Gujarat,2019-12-21,Rabi,28.6,24.0,51.3,73.0,19.4,289.1,5.55
Punjab,2020-12-18,Rabi,34.8,23.4,51.1,8.6,25.5,347.8,5.01
