Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,SoilType,OrganicMatter,ElecConductivity,Zinc_ppm,Crop
115.53,62.4,76.17,24.59,78.3,7.182,121.7,Alluvial,2.041,0.877,1.563,Sugarcane
95.22,32.66,91.56,23.83,72.08,6.693,51.9,Clay,1.398,0.1,1.218,Onion
152.58,54.28,46.95,24.41,77.16,6.801,68.4,Alluvial,2.2,1.002,1.382,Cotton
90.16,41.54,44.95,19.81,66.99,7.006,99.5,Clay,2.472,0.291,1.734,Mustard
105.83,58.32,96.03,26.45,83.78,6.319,200.2,Loamy,1.983,1.145,0.386,Turmeric
40.33,59.13,38.22,23.5,71.43,6.099,112.8,Alluvial,1.228,0.554,1.3,Soybean
80.9,64.49,92.34,22.92,72.75,6.846,96.0,Black,2.521,0.517,1.213,Tomato
76.67,54.97,39.49,17.07,68.24,6.982,125.9,Red,2.372,0.325,1.083,Wheat
25.13,71.89,78.11,30.21,45.54,6.018,96.7,Laterite,2.699,0.647,0.675,PigeonPeas
86.35,78.84,81.93,26.35,74.17,7.204,130.2,Clay,1.323,0.686,1.103,Sugarcane
26.19,55.19,22.79,33.17,72.34,6.94,74.7,Black,2.36,0.952,0.676,Blackgram
104.26,70.55,77.89,26.33,81.66,7.207,121.5,Clay,2.269,1.019,0.794,Sugarcane
28.51,33.2,35.02,27.03,62.01,6.536,31.8,Sandy,1.72,0.727,1.586,MungBean
47.97,60.7,31.62,22.71,68.18,7.104,103.8,Red,2.361,1.13,1.24,Soybean
25.96,138.61,232.02,22.14,81.77,5.587,68.5,Black,1.515,0.848,1.118,Grapes
23.42,34.62,73.27,27.32,55.62,6.37,47.6,Black,1.959,0.609,0.901,MothBeans
73.73,37.7,42.4,14.42,57.74,7.324,82.7,Black,2.402,0.194,1.72,Mustard
117.9,57.19,77.53,21.34,84.47,5.992,155.0,Laterite,1.607,0.582,1.308,Ginger
51.56,72.33,55.37,19.02,53.5,7.25,74.2,Black,1.884,0.873,0.3,ChickPea
79.08,52.59,42.26,25.65,80.47,6.176,157.5,Red,2.865,0.92,0.359,Jute
83.47,48.9,102.3,18.24,79.07,6.029,168.1,Sandy,2.791,0.868,1.57,Ginger
114.2,35.42,43.1,19.65,80.04,6.403,75.7,Sandy,1.702,0.825,0.549,Cotton
79.6,51.71,29.09,19.41,69.3,6.983,95.1,Laterite,1.497,0.529,1.404,Sunflower
75.37,37.28,35.73,24.43,68.44,6.895,90.4,Sandy,2.37,0.351,1.986,Sunflower
23.37,129.03,212.83,23.19,79.21,5.502,73.2,Alluvial,2.612,1.034,1.775,Grapes
18.78,41.77,40.32,28.74,66.58,6.726,51.9,Black,2.234,0.58,0.741,MungBean
109.81,49.75,44.66,20.67,75.99,7.246,70.7,Alluvial,1.809,0.6,1.726,Cotton
14.95,73.32,70.19,22.38,61.77,5.443,79.3,Loamy,2.017,0.721,1.469,KidneyBeans
109.46,55.02,92.74,15.55,83.84,5.763,155.9,Black,2.98,0.782,1.012,Potato
86.46,52.35,93.03,22.94,73.3,6.389,91.3,Black,1.351,0.999,0.643,Tomato
98.46,36.6,37.32,19.75,63.05,6.384,127.7,Loamy,2.912,0.931,0.772,Wheat
41.77,59.91,39.69,26.85,62.17,6.088,88.5,Clay,1.758,0.98,1.152,Soybean
48.75,63.4,94.6,18.84,54.22,7.152,72.0,Alluvial,1.489,1.019,0.899,ChickPea
11.66,18.51,29.39,29.33,55.51,6.092,108.7,Loamy,3.1,0.777,0.944,Mango
109.92,37.92,49.63,21.56,83.85,6.171,268.2,Alluvial,3.372,0.6,0.608,Rice
22.54,142.4,190.79,17.14,79.45,5.175,41.3,Sandy,1.912,0.881,1.039,Grapes
85.28,54.15,33.03,23.73,76.4,7.162,77.7,Black,2.262,0.864,0.825,Sunflower
74.21,45.18,48.7,24.91,81.12,7.025,211.0,Laterite,2.28,1.016,1.326,Jute
37.2,54.42,15.78,26.93,69.48,6.811,67.8,Alluvial,2.001,0.706,0.783,Blackgram
46.6,80.94,20.63,25.46,76.93,7.251,62.1,Alluvial,2.741,1.124,1.053,Blackgram
118.82,66.11,87.38,15.08,83.8,5.418,118.4,Clay,2.171,0.803,1.717,Potato
26.53,83.86,70.27,18.77,53.42,7.057,59.6,Loamy,2.459,0.731,0.69,ChickPea
34.02,65.44,12.84,27.92,71.06,6.535,74.7,Clay,1.945,1.145,0.839,Blackgram
50.11,60.01,36.69,22.41,69.37,6.922,85.9,Alluvial,2.111,1.06,0.996,Soybean
26.74,41.37,30.66,29.91,64.16,6.302,88.7,Red,1.51,0.854,0.948,Groundnut
131.76,82.81,47.06,28.67,77.28,6.014,104.5,Alluvial,3.228,0.748,0.987,Banana
27.03,141.19,184.6,25.91,79.64,5.582,66.3,Red,2.239,0.599,0.623,Grapes
26.69,21.93,26.5,29.22,91.84,5.554,157.9,Red,2.127,0.423,1.543,Coconut
107.49,59.76,111.48,23.32,83.35,6.701,203.5,Loamy,2.266,0.668,0.975,Turmeric
81.49,58.33,48.52,19.21,66.93,6.55,124.1,Loamy,2.611,0.659,0.988,Wheat
85.56,42.37,31.59,23.5,82.15,6.279,208.3,Sandy,2.419,0.806,1.269,Rice
69.35,38.06,38.9,20.69,68.73,7.377,77.0,Black,1.174,0.678,0.914,Mustard
10.32,74.12,18.79,18.97,59.05,6.822,47.6,Laterite,1.234,0.798,0.987,Lentil
45.1,61.99,80.05,20.03,63.42,6.935,71.5,Sandy,2.529,0.555,1.103,ChickPea
46.99,62.13,67.57,19.91,49.17,7.229,63.1,Black,2.107,1.09,0.308,ChickPea
46.84,60.91,13.07,29.1,67.98,6.537,78.1,Black,1.656,1.248,1.122,Blackgram
20.93,129.04,203.06,20.02,81.84,6.158,60.6,Loamy,1.181,0.951,1.067,Grapes
83.84,43.84,49.89,18.87,59.61,6.436,119.8,Clay,1.881,0.559,1.248,Maize
91.98,29.2,87.78,26.8,71.23,6.785,64.3,Loamy,1.668,0.75,0.625,Onion
38.86,61.64,37.87,22.76,62.76,6.265,104.8,Black,2.622,0.66,0.3,Soybean
24.94,132.18,210.66,21.88,94.08,5.786,97.9,Clay,2.272,0.837,1.198,Apple
109.96,56.96,98.69,18.08,84.83,5.793,120.3,Loamy,1.685,0.846,1.166,Potato
25.14,21.35,30.27,34.5,59.81,6.094,98.5,Loamy,2.191,0.622,1.163,Mango
32.96,63.87,72.41,18.68,47.22,6.886,78.1,Clay,1.585,0.427,0.769,ChickPea
74.8,53.09,72.13,24.44,69.11,6.636,75.9,Laterite,2.397,0.891,0.879,Tomato
86.7,54.23,102.06,22.6,86.69,6.18,158.0,Clay,2.876,0.656,1.613,Ginger
35.04,64.3,39.34,23.89,68.35,6.727,86.5,Red,1.203,1.054,1.015,Soybean
26.77,143.47,197.54,20.46,82.91,5.607,64.6,Black,1.613,0.537,1.46,Grapes
86.62,57.74,72.7,28.82,79.3,7.134,119.6,Loamy,1.858,1.108,0.979,Sugarcane
20.21,44.29,29.19,28.51,77.31,6.196,94.7,Black,1.505,0.994,0.978,Groundnut
94.8,79.33,46.49,26.12,78.11,6.438,97.2,Red,1.963,0.778,0.961,Banana
82.44,41.11,69.61,23.57,69.15,6.155,66.5,Loamy,2.175,0.165,0.326,Onion
14.77,70.14,85.31,20.73,56.06,5.676,98.8,Sandy,1.772,0.854,0.819,KidneyBeans
68.36,42.37,36.7,26.82,71.97,7.064,79.5,Sandy,2.17,0.743,1.102,Sunflower
12.5,47.4,90.7,24.31,53.22,6.961,49.9,Red,1.269,0.671,1.997,MothBeans
23.29,126.47,216.6,19.84,91.22,5.714,114.6,Clay,2.679,0.642,1.335,Apple
13.63,69.85,66.91,20.91,68.09,5.715,72.4,Black,1.607,1.044,0.713,KidneyBeans
18.19,15.72,30.19,28.97,94.51,5.443,140.9,Sandy,1.364,0.879,1.025,Coconut
90.34,46.4,40.6,17.33,66.78,6.561,95.8,Red,1.372,0.958,0.945,Wheat
74.05,47.57,40.86,21.73,76.1,6.418,242.6,Alluvial,1.877,0.934,0.998,Rice
78.5,49.75,54.39,21.24,64.68,5.886,120.8,Alluvial,2.157,0.733,0.732,Maize
22.74,17.91,29.37,25.21,98.21,5.722,161.0,Black,1.502,0.758,1.71,Coconut
128.83,68.98,95.58,18.36,80.58,5.674,159.9,Red,1.577,1.297,1.592,Potato
90.02,46.29,105.84,23.2,84.31,6.49,211.3,Laterite,2.29,1.075,1.184,Ginger
73.63,41.75,39.99,19.1,75.7,6.223,97.1,Black,2.668,1.623,1.091,Sunflower
75.24,44.9,37.42,23.79,82.01,7.013,164.4,Sandy,2.153,1.268,1.367,Jute
23.12,25.71,32.27,33.22,49.34,6.025,90.2,Red,2.537,0.404,2.021,Mango
50.03,64.48,18.22,28.35,63.32,6.828,82.2,Loamy,2.164,0.355,1.62,Blackgram
53.84,64.03,87.83,16.0,65.04,7.335,56.3,Clay,1.483,0.813,1.216,ChickPea
71.37,59.81,44.23,21.51,65.38,6.399,88.6,Laterite,3.468,1.487,0.788,Maize
93.61,51.97,38.18,14.67,62.28,6.681,86.2,Red,2.443,0.636,1.358,Wheat
20.08,59.99,64.35,23.25,54.02,5.959,65.9,Sandy,2.265,0.881,1.14,KidneyBeans
22.61,15.41,27.26,26.0,93.99,5.87,152.3,Black,2.318,0.649,1.088,Coconut
36.77,73.7,20.11,29.13,64.93,6.844,66.2,Alluvial,2.026,0.861,1.026,Blackgram
91.33,75.7,76.81,23.46,77.98,7.468,117.4,Red,1.505,0.835,1.046,Sugarcane
104.11,41.46,42.08,24.26,84.2,7.131,89.2,Clay,2.474,0.689,1.784,Cotton
83.3,80.08,120.28,27.68,84.84,6.32,166.2,Laterite,2.687,0.813,1.016,Turmeric
93.25,41.32,53.5,22.44,81.26,6.465,252.3,Alluvial,0.545,0.588,1.394,Rice
27.11,23.37,30.53,31.74,53.47,6.011,112.0,Red,2.885,0.805,1.114,Mango
69.58,44.7,56.94,21.34,60.96,5.514,100.1,Alluvial,2.469,0.94,1.276,Maize
83.27,64.29,120.65,25.3,83.16,6.401,190.8,Clay,2.957,0.875,1.528,Turmeric
15.49,65.67,18.08,16.28,47.98,7.27,33.6,Sandy,2.743,0.774,1.445,Lentil
16.15,69.79,63.1,17.88,54.73,5.83,74.8,Laterite,2.684,0.774,0.378,KidneyBeans
22.2,60.9,70.59,28.5,46.87,6.305,118.1,Clay,2.601,0.27,0.783,PigeonPeas
20.65,26.39,29.01,28.36,48.67,6.245,86.8,Black,3.257,0.872,0.798,Mango
95.41,42.1,49.08,23.0,59.72,7.527,65.8,Alluvial,2.229,1.308,1.125,Mustard
42.59,65.65,27.04,24.18,68.8,6.725,109.4,Loamy,3.682,0.772,1.374,Soybean
75.56,41.1,39.55,18.9,70.66,6.522,84.6,Sandy,2.402,0.268,1.158,Sunflower
20.61,73.28,93.44,22.31,53.12,6.238,90.0,Clay,1.194,0.749,1.814,KidneyBeans
77.25,44.45,45.03,23.0,73.63,7.875,99.1,Red,1.89,0.359,0.734,Mustard
79.22,42.81,39.08,24.01,79.24,6.585,196.6,Loamy,1.002,0.459,0.391,Jute
99.61,69.28,118.0,24.99,81.42,6.223,195.8,Black,2.041,1.096,0.826,Turmeric
27.1,138.54,200.43,21.12,87.59,5.225,84.2,Laterite,3.091,0.83,1.107,Apple
19.96,152.57,183.45,23.81,80.71,5.891,64.2,Laterite,1.835,0.731,1.676,Grapes
102.92,72.35,52.84,25.18,74.76,5.795,136.0,Alluvial,2.676,1.006,0.985,Banana
88.47,64.94,90.83,23.28,80.17,6.141,146.9,Laterite,1.743,0.748,0.811,Ginger
66.35,52.18,33.04,21.23,66.81,6.917,94.9,Black,2.044,0.562,1.164,Wheat
48.88,67.84,23.1,30.82,66.36,5.994,59.1,Laterite,1.783,0.307,0.713,Blackgram
116.08,61.93,50.47,20.35,67.12,6.876,151.4,Sandy,3.031,1.024,1.032,Wheat
75.95,43.12,36.45,18.56,57.29,7.615,63.0,Red,1.859,0.329,1.296,Mustard
21.96,127.72,204.2,23.52,76.52,5.79,84.6,Black,2.623,0.905,0.968,Grapes
108.14,47.55,42.79,21.4,84.43,6.922,77.3,Black,2.261,0.74,0.971,Cotton
29.24,42.05,29.7,30.05,64.47,6.421,102.7,Black,2.662,0.622,1.34,Groundnut
80.89,56.93,95.38,22.59,73.29,6.747,90.1,Black,1.653,1.089,0.696,Tomato
39.09,48.05,62.07,23.64,57.35,6.952,67.0,Black,2.284,0.943,1.501,ChickPea
22.42,48.5,33.8,29.17,67.88,6.766,55.4,Red,2.418,0.699,1.492,MungBean
80.39,34.24,38.54,19.44,67.04,7.289,61.4,Laterite,2.158,1.12,0.791,Mustard
20.8,49.74,71.32,26.25,56.28,7.058,68.2,Loamy,2.026,1.263,1.261,MothBeans
105.22,59.09,103.03,27.26,75.24,6.781,104.0,Laterite,3.389,0.872,1.089,Sugarcane
83.09,39.69,44.42,22.01,62.11,7.607,88.7,Clay,2.439,0.757,2.215,Mustard
15.39,143.49,194.0,23.35,79.83,5.648,79.6,Red,2.369,0.779,1.059,Grapes
21.03,43.6,85.33,26.94,55.87,7.223,45.4,Black,2.523,0.863,0.813,MothBeans
19.37,52.51,15.37,16.57,59.64,7.027,55.5,Laterite,2.155,1.121,1.215,Lentil
75.15,62.23,121.92,27.34,86.07,6.191,201.6,Black,1.225,0.589,0.764,Turmeric
75.43,49.2,88.56,23.91,75.31,6.789,86.4,Loamy,2.405,1.105,0.844,Onion
113.17,60.33,88.05,20.05,81.2,6.03,111.4,Laterite,1.79,1.076,1.322,Potato
97.45,55.11,47.34,22.75,82.17,6.753,65.9,Laterite,1.993,0.802,0.916,Cotton
15.17,54.62,32.95,22.87,55.63,7.186,93.9,Loamy,2.683,0.612,0.692,Groundnut
18.89,63.97,69.14,18.27,59.88,6.392,89.1,Laterite,2.309,1.254,1.079,KidneyBeans
73.74,41.3,40.52,24.94,77.95,6.32,161.8,Clay,2.096,0.797,0.534,Jute
92.87,64.35,95.42,15.65,83.27,5.723,126.1,Loamy,2.448,1.077,1.645,Potato
24.38,69.29,74.68,16.17,57.11,6.121,90.6,Red,2.809,0.892,0.866,KidneyBeans
65.47,48.7,26.76,20.92,73.12,6.659,82.0,Red,2.084,1.434,0.936,Sunflower
28.23,71.63,89.98,17.14,62.36,6.065,62.7,Red,3.052,0.742,0.346,KidneyBeans
84.88,62.06,138.53,24.82,78.9,6.413,173.6,Laterite,0.935,1.827,0.98,Turmeric
80.32,42.95,35.79,21.15,66.28,6.287,93.7,Laterite,0.941,0.926,1.07,Wheat
20.74,55.72,65.44,16.11,57.95,6.191,76.0,Sandy,2.485,0.593,0.487,KidneyBeans
93.78,78.81,49.94,28.4,80.53,6.101,135.8,Red,2.47,0.956,0.991,Banana
23.63,39.61,42.4,30.45,57.16,7.431,38.0,Loamy,2.131,0.671,0.808,MungBean
96.33,54.11,87.14,22.01,81.91,6.237,162.3,Laterite,2.187,0.797,0.625,Ginger
27.96,111.79,218.19,20.43,83.96,5.674,64.5,Clay,2.071,0.591,2.584,Grapes
127.17,38.1,41.26,25.75,81.76,6.374,89.9,Alluvial,2.306,0.968,1.501,Cotton
67.81,24.89,45.77,21.6,85.74,6.78,231.8,Clay,2.197,0.891,0.842,Rice
20.43,57.87,35.66,32.2,59.68,6.245,111.6,Red,2.009,0.666,1.199,Groundnut
123.0,50.73,98.6,19.97,83.04,5.872,136.2,Black,0.967,0.727,1.322,Potato
17.87,62.65,16.51,19.46,60.79,6.59,38.2,Sandy,3.998,0.846,1.243,Lentil
105.28,47.52,79.03,25.84,80.3,6.856,111.5,Alluvial,2.116,0.548,0.371,Sugarcane
86.02,51.22,39.59,26.67,76.56,6.447,192.4,Alluvial,2.296,0.58,0.633,Jute
42.74,49.91,33.67,22.94,67.18,6.553,78.8,Clay,2.265,0.468,1.191,Soybean
72.57,36.77,98.27,23.25,69.47,6.974,79.9,Alluvial,2.139,0.608,0.852,Onion
70.34,42.41,56.13,22.4,68.27,6.124,80.5,Laterite,2.041,1.623,0.486,Maize
112.94,49.93,107.81,26.43,82.98,6.617,218.4,Clay,2.694,0.852,0.737,Ginger
92.34,44.68,38.07,24.05,68.0,6.79,76.3,Loamy,3.546,0.549,0.907,Sunflower
138.91,50.82,48.13,22.38,79.73,7.426,102.9,Clay,2.116,0.878,1.607,Cotton
25.08,68.51,87.28,21.06,57.42,5.894,73.9,Black,3.338,1.163,0.817,KidneyBeans
101.83,55.73,32.47,19.25,69.04,6.544,114.2,Loamy,1.88,0.928,1.444,Wheat
78.03,47.91,40.39,16.27,68.1,6.471,136.1,Sandy,2.077,0.661,1.793,Wheat
46.15,67.08,83.33,17.35,57.56,7.136,86.2,Red,2.652,1.193,0.521,ChickPea
88.8,39.96,32.82,17.08,70.19,6.844,140.7,Laterite,3.16,0.724,1.718,Wheat
80.81,55.74,52.07,19.91,70.4,6.124,104.4,Red,2.03,0.937,1.008,Maize
74.93,42.34,43.65,23.4,84.25,6.501,244.7,Clay,1.79,0.861,1.027,Rice
88.21,67.33,43.32,17.58,63.58,6.846,108.3,Red,2.46,0.765,1.585,Wheat
93.18,46.77,39.67,16.67,63.11,7.072,102.9,Red,1.96,0.229,0.927,Wheat
76.28,56.91,56.6,20.6,65.97,6.456,119.4,Alluvial,2.321,1.198,0.897,Maize
14.82,66.23,17.03,17.02,62.22,6.739,57.1,Sandy,1.885,0.971,0.319,Lentil
90.49,59.41,76.08,26.79,71.27,6.13,82.5,Alluvial,1.706,1.261,0.908,Tomato
130.98,49.61,48.65,28.19,85.71,7.384,92.9,Black,1.736,0.855,1.403,Cotton
23.41,128.67,198.69,30.01,79.86,5.371,74.7,Black,2.646,1.135,1.507,Grapes
125.46,51.21,40.2,18.89,83.6,7.156,107.4,Loamy,2.129,0.839,0.423,Cotton
83.1,44.52,47.52,21.28,63.7,6.534,132.7,Black,2.907,0.784,0.64,Maize
23.27,44.47,82.89,30.23,56.0,7.04,37.6,Alluvial,2.19,1.017,1.128,MothBeans
101.5,66.61,82.77,23.91,76.87,7.192,138.8,Clay,1.841,0.558,1.572,Sugarcane
20.81,12.01,37.31,25.31,91.7,6.553,166.9,Laterite,1.629,1.154,0.994,Coconut
14.61,26.5,26.21,30.93,51.07,5.561,92.5,Black,2.268,0.786,1.312,Mango
89.8,58.82,57.25,24.15,71.29,6.763,108.6,Loamy,2.329,0.279,0.93,Sugarcane
19.39,37.41,45.13,22.65,68.14,6.178,43.5,Laterite,2.314,0.253,1.457,MungBean
20.07,25.55,23.64,32.37,50.06,5.912,119.6,Sandy,3.252,0.43,1.683,Mango
24.68,145.77,185.46,20.55,92.19,5.808,101.8,Clay,1.436,0.849,0.913,Apple
76.93,38.54,29.91,23.77,80.75,6.928,173.5,Red,2.101,0.504,1.62,Jute
13.08,47.89,31.76,27.48,59.84,6.453,45.7,Alluvial,2.644,1.033,1.276,MungBean
52.25,69.47,74.2,19.61,65.48,7.141,72.5,Loamy,2.689,0.556,1.704,ChickPea
39.88,56.61,38.3,23.92,65.41,6.864,86.0,Red,2.665,0.5,0.796,Soybean
67.83,32.5,38.15,22.56,81.8,6.775,255.9,Clay,2.193,0.686,1.282,Rice
19.54,119.2,179.86,18.62,93.09,5.902,100.5,Sandy,2.477,1.063,1.04,Apple
22.98,136.24,202.19,25.66,84.48,5.429,75.7,Alluvial,2.982,0.198,1.024,Grapes
111.08,26.74,40.3,20.17,82.87,6.265,239.7,Alluvial,1.694,1.097,1.45,Rice
43.06,68.65,17.24,24.44,66.91,6.37,58.9,Clay,2.508,0.3,1.262,Blackgram
22.15,25.15,26.11,27.81,47.76,5.639,74.9,Loamy,2.012,1.087,1.383,Mango
23.29,17.01,24.82,26.26,95.5,6.382,141.4,Black,2.738,1.077,2.21,Coconut
23.91,66.03,83.48,29.22,45.72,5.57,117.2,Alluvial,2.538,0.615,1.58,PigeonPeas
33.07,46.38,35.05,30.37,63.19,6.307,92.4,Alluvial,1.606,0.989,0.66,Groundnut
27.38,46.7,45.05,26.82,61.98,7.034,46.9,Laterite,2.782,0.945,1.802,MungBean
75.45,60.08,83.21,27.05,70.87,6.551,82.0,Clay,2.1,1.242,0.942,Tomato
90.23,40.03,43.89,21.89,81.9,6.763,244.9,Laterite,2.14,0.83,1.224,Rice
24.05,129.46,211.72,27.63,81.41,5.073,72.1,Clay,0.78,0.889,1.673,Grapes
14.64,12.43,32.73,27.5,91.69,5.851,179.4,Loamy,0.814,0.752,0.535,Coconut
90.19,30.2,79.23,24.38,73.46,6.803,47.1,Laterite,2.204,0.696,1.193,Onion
14.46,68.44,83.22,27.31,53.0,6.076,103.1,Clay,1.807,0.664,0.737,PigeonPeas
40.04,73.92,69.82,19.51,63.78,6.304,75.9,Red,2.173,0.673,1.409,ChickPea
16.94,159.72,167.5,23.29,91.51,6.064,116.5,Loamy,1.735,1.053,1.65,Apple
17.69,72.4,17.72,16.01,65.16,6.877,50.7,Laterite,1.826,0.588,1.11,Lentil
88.52,48.56,37.07,24.15,79.31,6.622,90.5,Laterite,1.882,1.423,1.305,Sunflower
102.43,61.86,95.84,17.44,85.62,5.096,141.1,Red,1.332,0.379,1.374,Potato
80.89,34.88,38.92,17.93,72.88,7.475,71.2,Alluvial,2.268,0.522,1.255,Mustard
62.68,42.98,37.9,28.25,71.57,7.068,64.5,Red,3.764,0.674,0.912,Sunflower
40.04,52.71,37.03,24.45,65.67,6.047,105.1,Red,2.106,1.334,0.755,Soybean
71.63,41.63,40.17,16.84,63.75,7.078,84.4,Red,2.101,0.907,1.526,Mustard
34.25,120.24,217.44,21.77,82.04,5.893,76.5,Black,3.328,0.475,0.711,Grapes
20.81,19.67,29.44,31.13,91.91,5.6,157.3,Laterite,1.965,0.899,0.909,Coconut
100.58,58.39,48.45,24.87,74.35,5.986,117.7,Clay,2.423,0.5,1.189,Banana
47.73,72.71,74.4,19.25,54.32,6.726,68.2,Black,1.74,0.868,1.583,ChickPea
121.4,59.27,91.74,17.17,82.08,5.932,113.6,Black,3.273,0.965,1.378,Potato
83.29,42.94,76.12,26.39,70.74,6.636,92.4,Loamy,1.855,1.447,0.981,Onion
76.13,36.28,48.92,23.87,57.2,6.176,138.1,Clay,1.401,0.533,0.853,Maize
85.98,100.35,48.83,26.71,78.73,5.823,104.4,Alluvial,2.108,0.234,1.459,Banana
122.9,33.6,47.36,30.82,78.08,6.746,68.1,Red,1.838,0.925,1.732,Cotton
22.83,20.06,29.84,27.16,98.14,5.527,159.0,Red,2.196,1.159,1.013,Coconut
18.48,66.34,19.7,21.22,57.99,6.878,39.4,Laterite,3.46,0.885,0.575,Lentil
27.46,16.9,28.17,26.8,96.06,5.987,132.3,Alluvial,2.209,0.706,1.361,Coconut
42.84,74.23,81.7,17.04,54.31,7.127,60.3,Laterite,1.848,0.83,0.892,ChickPea
17.12,54.07,75.29,29.29,47.3,6.855,72.8,Alluvial,2.589,0.544,0.746,MothBeans
40.72,66.31,36.04,22.52,68.78,6.841,109.9,Red,1.977,1.308,1.937,Soybean
51.39,73.31,17.9,29.73,68.06,6.82,87.9,Black,2.617,0.937,1.321,Blackgram
31.84,66.7,75.38,19.77,58.6,7.072,54.3,Black,2.663,0.1,1.712,ChickPea
136.43,44.29,52.15,23.56,81.23,7.01,86.3,Loamy,2.432,0.671,0.944,Cotton
17.22,126.57,174.17,24.51,88.92,5.569,100.4,Loamy,2.266,0.925,1.023,Apple
16.99,32.64,39.72,29.81,51.26,5.876,97.7,Clay,2.165,1.046,1.277,Mango
19.98,67.29,85.98,29.34,47.28,5.724,111.9,Clay,1.52,1.278,1.568,PigeonPeas
90.77,56.66,34.54,16.23,74.22,6.821,136.5,Sandy,1.085,0.577,0.964,Wheat
86.35,43.72,86.94,19.27,83.9,6.24,158.9,Sandy,2.581,1.114,1.232,Ginger
92.65,43.65,41.48,19.51,66.13,6.796,79.5,Red,1.882,0.817,0.916,Wheat
14.09,42.79,68.51,25.64,55.55,6.847,55.0,Black,2.239,0.784,1.13,MothBeans
19.98,71.49,67.27,26.87,51.99,5.622,105.1,Clay,2.912,0.514,1.026,PigeonPeas
15.97,63.05,15.94,18.32,62.47,7.182,42.7,Loamy,1.294,0.949,1.062,Lentil
19.97,26.57,27.85,28.78,51.34,5.931,101.5,Red,2.755,0.999,1.22,Mango
29.0,165.9,182.59,22.1,93.7,5.757,133.9,Black,1.056,0.686,0.3,Apple
82.47,72.18,77.53,23.01,67.58,6.193,83.1,Black,1.728,1.339,0.926,Tomato
19.22,61.23,73.33,18.8,57.28,6.058,64.8,Black,1.412,0.532,0.345,KidneyBeans
68.76,69.04,50.86,21.76,65.49,6.55,108.8,Alluvial,2.583,0.1,1.041,Maize
115.18,45.86,45.52,24.35,79.38,7.013,87.1,Loamy,2.1,1.201,1.162,Cotton
90.14,70.63,127.98,25.15,85.48,6.117,199.0,Sandy,1.619,0.559,1.797,Turmeric
44.18,44.46,34.82,24.72,64.94,6.945,90.1,Sandy,2.559,1.277,1.529,Soybean
30.21,47.17,69.01,30.51,47.84,7.007,48.3,Loamy,2.152,0.813,0.818,MothBeans
19.49,16.95,23.61,28.84,90.84,6.208,145.2,Red,1.2,0.664,0.553,Coconut
82.54,50.91,35.28,16.54,79.4,6.491,108.7,Laterite,2.188,0.75,0.477,Wheat
42.5,52.42,32.68,22.34,68.77,6.419,103.3,Clay,1.774,0.551,0.811,Soybean
79.05,45.81,47.35,25.47,86.42,5.977,235.2,Red,2.27,0.1,1.313,Rice
32.28,70.58,45.51,24.58,67.31,6.539,81.6,Red,2.979,1.001,1.613,Soybean
119.7,74.94,75.85,26.27,85.98,6.623,136.9,Alluvial,2.181,0.532,0.3,Sugarcane
15.05,59.92,78.66,17.59,58.68,5.501,65.8,Alluvial,1.681,0.643,1.076,KidneyBeans
83.98,39.36,59.28,19.67,63.37,6.464,113.3,Clay,2.337,1.134,0.868,Maize
74.09,48.69,92.43,22.03,72.39,7.035,59.0,Alluvial,2.896,1.203,0.729,Onion
44.6,48.92,42.63,21.73,65.78,6.4,93.8,Black,1.495,0.931,1.586,Soybean
87.72,31.42,65.28,25.85,68.16,6.632,69.4,Laterite,2.991,0.932,0.755,Onion
98.07,64.2,91.83,25.26,77.05,7.112,139.2,Alluvial,2.231,1.231,2.524,Sugarcane
98.18,64.1,86.05,21.96,72.94,5.788,76.9,Red,2.247,1.51,1.228,Tomato
18.26,59.44,77.17,21.51,50.95,6.115,66.3,Clay,1.566,0.1,1.007,KidneyBeans
65.98,32.81,39.64,24.2,77.91,6.493,245.6,Red,1.705,0.787,1.462,Rice
99.43,61.12,127.35,27.69,86.88,5.841,190.0,Clay,1.58,0.817,1.204,Turmeric
92.03,45.61,58.69,26.82,84.53,6.913,87.2,Black,2.506,0.807,1.177,Cotton
16.63,54.36,19.27,17.65,53.81,6.859,53.3,Black,2.232,0.978,1.099,Lentil
82.04,36.7,40.38,26.6,76.05,6.939,194.3,Alluvial,2.849,0.838,1.039,Jute
83.99,37.01,41.55,18.58,62.32,7.832,94.5,Loamy,3.035,0.591,0.919,Mustard
27.51,131.78,209.79,19.08,92.95,5.348,129.3,Sandy,1.609,0.945,1.395,Apple
75.96,36.08,130.5,27.48,83.85,6.578,176.0,Black,1.858,0.206,1.204,Turmeric
20.0,18.12,21.88,25.33,90.77,5.713,137.5,Loamy,2.471,1.29,1.342,Coconut
127.08,45.07,46.26,21.93,88.12,7.248,74.7,Red,1.385,0.881,1.381,Cotton
107.5,58.02,74.24,25.58,80.78,7.04,127.1,Clay,2.598,1.189,1.537,Sugarcane
89.94,81.02,53.12,27.91,75.75,5.56,108.5,Black,2.776,0.901,1.437,Banana
99.57,86.21,40.14,26.08,72.12,5.823,107.4,Laterite,2.574,0.547,1.256,Banana
73.59,66.2,81.99,27.48,69.23,6.043,72.7,Red,2.454,0.734,0.733,Tomato
